pl_name,tic_id,pl_orbper,pl_tranmid,pl_trandur
Kepler-6 b,TIC 27916356,3.234699312,2454954.4865705,3.60111
Kepler-6 b,TIC 27916356,3.2346996,2454954.486528,
Kepler-6 b,TIC 27916356,3.234699312,2454954.4865705,3.60111
Kepler-6 b,TIC 27916356,3.23469439654,2459421.606981,3.5710893
Kepler-6 b,TIC 27916356,3.23469918,2454954.486657,3.7108
Kepler-6 b,TIC 27916356,3.2346994,2455003.006282,
Kepler-6 b,TIC 27916356,3.234723,2454954.48636,
Kepler-6 b,TIC 27916356,3.23469955,2454954.485799,3.6016
Kepler-6 b,TIC 27916356,3.234699282,2454954.4865708,
Kepler-6 b,TIC 27916356,,,
Kepler-6 b,TIC 27916356,3.234699282,2454954.4865708,3.59385
Kepler-6 b,TIC 27916356,3.234699312,2454954.4865705,3.60111
Kepler-6 b,TIC 27916356,3.234699,2455006.24253,
Kepler-6 b,TIC 27916356,3.234699312,,
Kepler-6 b,TIC 27916356,3.2346993953,2454954.48659,
Kepler-6 b,TIC 27916356,3.2346993,2455643.477519,
Kepler-6 b,TIC 27916356,3.234702,2454954.485805,
Kepler-6 b,TIC 27916356,3.234699312,2454954.4865705,3.60111
Kepler-491 b,TIC 158388163,4.225384512,2454970.5606743,2.81829
Kepler-491 b,TIC 158388163,4.2253841112,2454970.56079,
Kepler-491 b,TIC 158388163,4.225384512,2454970.5606743,2.81829
Kepler-491 b,TIC 158388163,4.225384543,2454970.5606891,
Kepler-491 b,TIC 158388163,4.225384512,2454970.5606743,2.81829
Kepler-491 b,TIC 158388163,,,
Kepler-491 b,TIC 158388163,4.225384512,,
Kepler-491 b,TIC 158388163,4.225384512,2454970.5606743,2.81829
Kepler-491 b,TIC 158388163,4.2253846,2454970.559926,2.8116
Kepler-491 b,TIC 158388163,4.225384543,2454970.5606891,2.82038
Kepler-491 b,TIC 158388163,4.22534982536,2459394.539688,2.7695297
Kepler-257 b,TIC 273132699,2.382652169,2455003.66641,1.9085
Kepler-257 b,TIC 273132699,2.382652873,2455003.66626,
Kepler-257 b,TIC 273132699,2.3826432093,2455003.66943,
Kepler-257 b,TIC 273132699,2.382652169,2455003.66641,1.9085
Kepler-257 b,TIC 273132699,2.38265264,2454965.543615,2.0226
Kepler-257 b,TIC 273132699,2.382667,2455003.6633,1.812
Kepler-257 b,TIC 273132699,2.382666,2455003.6632,1.8525
Kepler-257 b,TIC 273132699,2.382652169,2455003.66641,1.9085
Kepler-257 b,TIC 273132699,2.382652169,2455003.66641,1.9085
Kepler-257 b,TIC 273132699,2.382652169,,
Kepler-257 b,TIC 273132699,2.382652873,2455003.66626,1.8888
Kepler-216 b,TIC 270698499,7.69363627,2455009.5035,
Kepler-216 b,TIC 270698499,7.69364042,2455009.503,5.0934
Kepler-216 b,TIC 270698499,7.69363627,2455009.5035,5.0324
Kepler-216 b,TIC 270698499,7.693641,2455009.50106,5.05
Kepler-216 b,TIC 270698499,7.69364042,2455009.503,5.0934
Kepler-216 b,TIC 270698499,7.69364042,,
Kepler-216 b,TIC 270698499,7.69362068,2454971.03565,5.204
Kepler-216 b,TIC 270698499,7.693491,2455009.5086,4.9743
Kepler-216 b,TIC 270698499,,,
Kepler-216 b,TIC 270698499,7.69364042,2455009.503,5.0934
Kepler-216 b,TIC 270698499,7.69364042,2455009.503,5.0934
Kepler-216 b,TIC 270698499,7.6935719644,2455009.50803,
Kepler-32 c,TIC 273590427,8.752097,2455003.6367,
Kepler-32 c,TIC 273590427,8.75210645,2455003.63495,2.4246
Kepler-32 c,TIC 273590427,8.75210645,2455003.63495,2.4246
Kepler-32 c,TIC 273590427,8.75208025,,
Kepler-32 c,TIC 273590427,8.75209691,2455003.63671,2.3742
Kepler-32 c,TIC 273590427,8.75210645,2455003.63495,2.4246
Kepler-32 c,TIC 273590427,8.75208271,2454968.628421,2.6857
Kepler-32 c,TIC 273590427,8.752167,2455003.6327,2.4118
Kepler-32 c,TIC 273590427,,,
Kepler-32 c,TIC 273590427,,,
Kepler-32 c,TIC 273590427,8.75245953,,
Kepler-32 c,TIC 273590427,8.75210645,2455003.63495,2.4246
Kepler-32 c,TIC 273590427,8.752,,
Kepler-32 c,TIC 273590427,8.75209691,2455003.63671,
Kepler-32 c,TIC 273590427,8.752,2454837.351,
Kepler-32 c,TIC 273590427,8.7522,2454977.378,2.328
Kepler-32 c,TIC 273590427,8.752097,2455003.6367,
Kepler-32 c,TIC 273590427,8.7522,,
Kepler-259 c,TIC 158664318,36.9250409,2455007.22246,4.9381
Kepler-259 c,TIC 158664318,36.9249531,2455007.22452,4.7139
Kepler-259 c,TIC 158664318,36.92564,2455007.2181,4.9031
Kepler-259 c,TIC 158664318,36.924931,2455007.22336,4.723
Kepler-259 c,TIC 158664318,36.9249531,2455007.22452,4.7139
Kepler-259 c,TIC 158664318,36.9249531,,
Kepler-259 c,TIC 158664318,36.9249531,2455007.22452,4.7139
Kepler-259 c,TIC 158664318,,,
Kepler-259 c,TIC 158664318,36.9250409,2455007.22246,
Kepler-259 c,TIC 158664318,36.9251496583,2455007.21831,
Kepler-259 c,TIC 158664318,36.92515874,2454970.298102,4.5807
Kepler-259 c,TIC 158664318,36.9249531,2455007.22452,4.7139
Kepler-148 c,TIC 159171904,4.180049552,2455006.718926,2.4696
Kepler-148 c,TIC 159171904,4.180043,2455006.71928,2.482
Kepler-148 c,TIC 159171904,4.180049552,2455006.718926,2.4696
Kepler-148 c,TIC 159171904,,,
Kepler-148 c,TIC 159171904,4.180048081,2455006.719249,
Kepler-148 c,TIC 159171904,4.180049552,2455006.718926,2.4696
Kepler-148 c,TIC 159171904,4.18004979,2454964.918712,2.7594
Kepler-148 c,TIC 159171904,4.1800659,2455006.7174,2.4389
Kepler-148 c,TIC 159171904,4.180048081,2455006.719249,2.4479
Kepler-148 c,TIC 159171904,4.1801057008,2455006.70727,
Kepler-148 c,TIC 159171904,4.180049552,2455006.718926,2.4696
Kepler-222 d,TIC 158625100,28.08185982,2455027.91696,
Kepler-222 d,TIC 158625100,28.08194365,2455027.91404,4.525
Kepler-222 d,TIC 158625100,28.08194365,2455027.91404,4.525
Kepler-222 d,TIC 158625100,28.08185982,2455027.91696,4.5288
Kepler-222 d,TIC 158625100,28.081912,2455027.91404,4.541
Kepler-222 d,TIC 158625100,,,
Kepler-222 d,TIC 158625100,28.08196251,2454971.750371,4.6911
Kepler-222 d,TIC 158625100,28.0819359545,2455027.91472,
Kepler-222 d,TIC 158625100,28.08194365,2455027.91404,4.525
Kepler-222 d,TIC 158625100,28.08194365,2455027.91404,4.525
Kepler-222 d,TIC 158625100,28.08209,2455027.9134,4.5741
Kepler-222 d,TIC 158625100,28.08194365,,
Kepler-29 c,TIC 273875635,13.2907,2454978.471,3.048
Kepler-29 c,TIC 273875635,13.28689074,2455005.12004,4.346
Kepler-29 c,TIC 273875635,13.28706214,2454965.245663,3.665
Kepler-29 c,TIC 273875635,13.28689074,2455005.12004,4.346
Kepler-29 c,TIC 273875635,13.28689997,2455005.11932,
Kepler-29 c,TIC 273875635,13.28689997,2455005.11932,3.2825
Kepler-29 c,TIC 273875635,13.28689074,,
Kepler-29 c,TIC 273875635,13.28689074,2455005.12004,4.346
Kepler-29 c,TIC 273875635,13.28613,,
Kepler-29 c,TIC 273875635,13.2884,2456462.7818,
Kepler-29 c,TIC 273875635,,,
Kepler-29 c,TIC 273875635,13.28992,2455005.0599,3.8436
Kepler-29 c,TIC 273875635,13.28689074,2455005.12004,4.346
Kepler-179 b,TIC 268057162,2.735903375,2455004.09561,1.9765
Kepler-179 b,TIC 268057162,2.735903375,2455004.09561,1.9765
Kepler-179 b,TIC 268057162,2.73589728,2454965.793912,2.348
Kepler-179 b,TIC 268057162,2.735900074,2455004.0964,
Kepler-179 b,TIC 268057162,2.7359103947,2455004.09638,
Kepler-179 b,TIC 268057162,,,
Kepler-179 b,TIC 268057162,2.735900074,2455004.0964,1.9359
Kepler-179 b,TIC 268057162,2.735903375,2455004.09561,1.9765
Kepler-179 b,TIC 268057162,2.735903375,2455004.09561,1.9765
Kepler-179 b,TIC 268057162,2.735926,2455004.09382,1.987
Kepler-179 b,TIC 268057162,2.73589,2455004.0956,2.0237
Kepler-179 b,TIC 268057162,2.735903375,,
Kepler-165 c,TIC 123129877,,,
Kepler-165 c,TIC 123129877,15.31307,2455004.7908,3.0847
Kepler-165 c,TIC 123129877,15.31297659,2455004.79354,3.0481
Kepler-165 c,TIC 123129877,15.31297659,2455004.79354,3.0481
Kepler-165 c,TIC 123129877,15.31296388,2455004.79412,3.0935
Kepler-165 c,TIC 123129877,15.312909,2454974.169985,3.2041
Kepler-165 c,TIC 123129877,15.31296388,2455004.79412,
Kepler-165 c,TIC 123129877,15.31299,2455004.79196,3.028
Kepler-165 c,TIC 123129877,15.31297659,2455004.79354,3.0481
Kepler-165 c,TIC 123129877,15.31297659,,
Kepler-165 c,TIC 123129877,15.31297659,2455004.79354,3.0481
Kepler-165 c,TIC 123129877,15.3128980768,2455004.79839,
Kepler-228 c,TIC 27772524,4.13443512,2455005.97937,
Kepler-228 c,TIC 27772524,4.13442899,2455005.979633,3.2755
Kepler-228 c,TIC 27772524,4.1344785877,2455005.96956,
Kepler-228 c,TIC 27772524,4.13443005,2455005.98008,3.1797
Kepler-228 c,TIC 27772524,4.13443005,2455005.98008,3.1797
Kepler-228 c,TIC 27772524,4.13443005,2455005.98008,3.1797
Kepler-228 c,TIC 27772524,4.13443512,2455005.97937,3.1402
Kepler-228 c,TIC 27772524,4.134403,2455005.9801,3.3067
Kepler-228 c,TIC 27772524,4.13443005,2455005.98008,3.1797
Kepler-228 c,TIC 27772524,4.134444,2455005.97678,3.123
Kepler-228 c,TIC 27772524,,,
Kepler-228 c,TIC 27772524,4.13443005,,
Kepler-20 c,TIC 158554588,10.8541002,2454971.606944,4.0052
Kepler-20 c,TIC 158554588,10.854097835,2454971.607944,3.7747
Kepler-20 c,TIC 158554588,10.85409089,2454971.607955,
Kepler-20 c,TIC 158554588,10.8540774435,2454971.60886,
Kepler-20 c,TIC 158554588,10.854095934,2454971.608031,3.7768
Kepler-20 c,TIC 158554588,10.854092,2454971.60758,
Kepler-20 c,TIC 158554588,10.854095934,2454971.608031,
Kepler-20 c,TIC 158554588,10.854097835,,
Kepler-20 c,TIC 158554588,10.854097835,2454971.607944,3.7747
Kepler-20 c,TIC 158554588,10.854097835,2454971.607944,3.7747
Kepler-20 c,TIC 158554588,10.85409784,,
Kepler-20 c,TIC 158554588,10.8540894,2454971.60752,3.8226
Kepler-20 c,TIC 158554588,10.8540774,2454971.60886,
Kepler-20 c,TIC 158554588,,,
Kepler-20 c,TIC 158554588,10.854097835,2454971.607944,3.7747
Kepler-166 d,TIC 26814955,1.55400389,2455002.830304,
Kepler-166 d,TIC 26814955,1.5539980591,2455002.83496,
Kepler-166 d,TIC 26814955,1.554003928,,
Kepler-166 d,TIC 26814955,,,
Kepler-166 d,TIC 26814955,1.55400389,2455002.830304,1.7664
Kepler-166 d,TIC 26814955,1.554003928,2455002.830478,1.7696
Kepler-166 d,TIC 26814955,1.554003928,2455002.830478,1.7696
Kepler-166 d,TIC 26814955,1.554003928,2455002.830478,1.7696
Kepler-166 d,TIC 26814955,1.554003928,2455002.830478,1.7696
Kepler-166 d,TIC 26814955,1.55400192,2454965.534803,2.0802
Kepler-166 d,TIC 26814955,1.554001,2455002.83027,1.7861
Kepler-52 b,TIC 399825554,7.877,,
Kepler-52 b,TIC 399825554,7.87740709,2455009.377,2.2478
Kepler-52 b,TIC 399825554,7.87740709,2455009.377,2.2478
Kepler-52 b,TIC 399825554,7.8774163,2455009.3759,2.0805
Kepler-52 b,TIC 399825554,7.877416,2455009.3759,
Kepler-52 b,TIC 399825554,7.87740709,2455009.377,2.2478
Kepler-52 b,TIC 399825554,,,
Kepler-52 b,TIC 399825554,,,
Kepler-52 b,TIC 399825554,7.88,,
Kepler-52 b,TIC 399825554,7.8774163,2455009.3759,
Kepler-52 b,TIC 399825554,7.87740709,2455009.377,2.2478
Kepler-52 b,TIC 399825554,7.87742645,2454969.988664,2.6518
Kepler-52 b,TIC 399825554,7.877356,2455009.3769,2.4223
Kepler-52 b,TIC 399825554,7.87761021,,
Kepler-52 b,TIC 399825554,7.8773565,2455009.37692,2.4223
Kepler-197 d,TIC 27397848,15.67750191,2455012.47311,5.5082
Kepler-197 d,TIC 27397848,15.677,,
Kepler-197 d,TIC 27397848,15.67756112,2455012.47,5.2622
Kepler-197 d,TIC 27397848,15.67756112,2455012.47,5.2622
Kepler-197 d,TIC 27397848,15.67756112,2455012.47,5.2622
Kepler-197 d,TIC 27397848,15.67756112,,
Kepler-197 d,TIC 27397848,15.677563,2455012.46886,5.326
Kepler-197 d,TIC 27397848,15.67787,,
Kepler-197 d,TIC 27397848,15.67756112,,
Kepler-197 d,TIC 27397848,15.67757,2455012.4702,5.4087
Kepler-197 d,TIC 27397848,15.67756112,2455012.47,5.2622
Kepler-197 d,TIC 27397848,15.67750191,2455012.47311,
Kepler-197 d,TIC 27397848,15.67770919,2454965.429999,5.5964
Kepler-197 d,TIC 27397848,,,
Kepler-197 d,TIC 27397848,15.677546605,2455012.47039,
K2-183 d,TIC 60256211,22.634594,2457144.14393,4.14
K2-183 d,TIC 60256211,22.6302,2457144.1526,4.92
K2-183 d,TIC 60256211,22.620344,2457212.0276,
K2-183 d,TIC 60256211,22.631964,2457144.15064,
K2-183 d,TIC 60256211,22.629496,2457144.15519,
K2-187 e,TIC 332024125,13.609878,2457155.08541,
K2-187 e,TIC 332024125,13.606629,2457155.08495,
K2-187 e,TIC 332024125,13.608341,2457141.47225,
K2-187 e,TIC 332024125,13.60496,2457141.4772,4.224
K2-187 e,TIC 332024125,13.608511,2457155.08449,4.0296
K2-187 c,TIC 332024125,2.872042,2457141.7568,
K2-187 c,TIC 332024125,2.871512,2457144.63842,
K2-187 c,TIC 332024125,2.87162,2457141.7708,2.376
K2-187 c,TIC 332024125,2.871348,2457141.7649,2.1888
K2-187 c,TIC 332024125,2.871788,2457141.76377,
K2-270 b,TIC 293375721,1.543069,2457142.41998,
K2-270 b,TIC 293375721,1.543041,2457142.42108,1.7592
K2-270 b,TIC 293375721,1.543452,2457140.8716,1.644
Kepler-184 d,TIC 63119782,29.023,,
Kepler-184 d,TIC 63119782,29.0225230457,2455031.36674,
Kepler-184 d,TIC 63119782,29.02235261,,
Kepler-184 d,TIC 63119782,29.02235261,2455031.37078,3.9666
Kepler-184 d,TIC 63119782,29.02235261,2455031.37078,3.9666
Kepler-184 d,TIC 63119782,29.02235217,2455031.37025,
Kepler-184 d,TIC 63119782,29.02235261,2455031.37078,3.9666
Kepler-184 d,TIC 63119782,29.022358,2455031.3679,3.961
Kepler-184 d,TIC 63119782,29.02235261,2455031.37078,3.9666
Kepler-184 d,TIC 63119782,,,
Kepler-184 d,TIC 63119782,29.02277,2455031.3648,4.1754
Kepler-184 d,TIC 63119782,29.02235217,2455031.37025,4.0263
Kepler-184 d,TIC 63119782,29.02231937,2454973.325837,3.7792
Kepler-257 d,TIC 273132699,24.66461416,2455022.02031,2.8579
Kepler-257 d,TIC 273132699,24.66459711,2455022.01951,2.97
Kepler-257 d,TIC 273132699,24.66459711,2455022.01951,2.97
Kepler-257 d,TIC 273132699,24.6643939784,2455022.02745,
Kepler-257 d,TIC 273132699,24.66454505,2454972.691372,2.9505
Kepler-257 d,TIC 273132699,24.66459711,2455022.01951,2.97
Kepler-257 d,TIC 273132699,24.66459711,,
Kepler-257 d,TIC 273132699,24.664551,2455022.02052,2.655
Kepler-257 d,TIC 273132699,24.66461416,2455022.02031,
Kepler-257 d,TIC 273132699,24.66454,2455022.0203,2.9456
Kepler-257 d,TIC 273132699,24.66459711,2455022.01951,2.97
K2-280 b,TIC 119605900,19.89531,2457307.58121,8.2776
K2-280 b,TIC 119605900,19.895202,2457327.47592,
K2-280 b,TIC 119605900,19.89526,2457307.58114,8.267
K2-280 b,TIC 119605900,19.894641,2457307.58339,
K2-280 b,TIC 119605900,19.895268,2457327.47573,8.1888
K2-381 c,TIC 10195089,16.034656,2457304.2916,
K2-381 c,TIC 10195089,16.0343,2457304.2922,3.144
K2-381 c,TIC 10195089,16.0382,2457320.3248,
K2-381 c,TIC 10195089,16.035054,2457304.29122,
K2-381 c,TIC 10195089,16.038474,2457320.325,3.0696
Kepler-222 c,TIC 158625100,10.088796973,2455006.084209,1.7496
Kepler-222 c,TIC 158625100,10.08881066,2455006.083353,
Kepler-222 c,TIC 158625100,10.08881066,2455006.083353,1.7726
Kepler-222 c,TIC 158625100,10.088796973,,
Kepler-222 c,TIC 158625100,10.088813,2455006.08275,1.815
Kepler-222 c,TIC 158625100,10.088796973,2455006.084209,1.7496
Kepler-222 c,TIC 158625100,10.088796973,2455006.084209,1.7496
Kepler-222 c,TIC 158625100,10.08880336,2454965.728265,1.8782
Kepler-222 c,TIC 158625100,,,
Kepler-222 c,TIC 158625100,10.08881,2455006.08263,1.714
Kepler-222 c,TIC 158625100,10.088796973,2455006.084209,1.7496
Kepler-222 c,TIC 158625100,10.0887989503,2455006.08403,
HATS-36 b,TIC 119262291,4.175186,2457314.4631,
HATS-36 b,TIC 119262291,4.175187,2457314.46307,3.3792
HATS-36 b,TIC 119262291,4.1752387,2457360.39033,3.46272
HATS-36 b,TIC 119262291,4.175235,2457301.93694,3.432
Kepler-229 b,TIC 399912169,6.252962249,2455004.30126,
Kepler-229 b,TIC 399912169,6.25298062,2454966.781621,2.7704
Kepler-229 b,TIC 399912169,6.252964898,2455004.30117,2.5918
Kepler-229 b,TIC 399912169,6.252948,2455004.2995,2.5645
Kepler-229 b,TIC 399912169,6.252962249,2455004.30126,2.5819
Kepler-229 b,TIC 399912169,6.2530154942,2455004.29348,
Kepler-229 b,TIC 399912169,6.252964898,2455004.30117,2.5918
Kepler-229 b,TIC 399912169,6.252964898,,
Kepler-229 b,TIC 399912169,6.252964898,2455004.30117,2.5918
Kepler-229 b,TIC 399912169,6.252972,2455004.29884,2.64
Kepler-229 b,TIC 399912169,,,
Kepler-229 b,TIC 399912169,6.252964898,2455004.30117,2.5918
K2-222 b,TIC 257774438,15.388825,2457399.05993,
K2-222 b,TIC 257774438,15.387063,2457399.06512,
K2-222 b,TIC 257774438,15.3886606556,2459461.181123,4.3300643
K2-222 b,TIC 257774438,15.38857,2457399.0595,
K2-222 b,TIC 257774438,15.386796,2457399.06596,4.3896
K2-214 b,TIC 344657681,8.596531,2457396.59938,
K2-214 b,TIC 344657681,8.59627,2457396.6007,3.792
K2-214 b,TIC 344657681,8.596802,2457396.59585,
K2-214 b,TIC 344657681,8.596724,2457396.5967,3.7296
K2-220 b,TIC 266012991,13.683256,2457401.27048,
K2-220 b,TIC 266012991,13.682511,2457401.27054,
K2-220 b,TIC 266012991,13.68275,2457401.2699,3.36
K2-220 b,TIC 266012991,13.683038,2457401.27157,3.12
K2-216 b,TIC 418761354,2.1747824,2459494.881247,1.654
K2-216 b,TIC 418761354,2.174782,2457394.04235,
K2-216 b,TIC 418761354,2.174829,2457394.04121,1.8552
K2-216 b,TIC 418761354,2.174769,2457394.04281,1.8288
K2-216 b,TIC 418761354,2.1748,2457394.0417,1.84
K2-216 b,TIC 418761354,2.174789,2457394.04171,
K2-212 b,TIC 388811663,9.7954,2457399.64127,
K2-212 b,TIC 388811663,9.79565352601,2459456.729746,2.7073092
K2-212 b,TIC 388811663,9.79551,2457399.64076,
K2-212 b,TIC 388811663,9.79546,2457399.64096,2.6208
K2-212 b,TIC 388811663,9.795546,2457399.64076,2.5992
K2-212 b,TIC 388811663,9.795647,2457399.64109,
Kepler-166 c,TIC 26814955,34.25951372,2455016.23752,4.7968
Kepler-166 c,TIC 26814955,34.26062,2455016.2241,4.9648
Kepler-166 c,TIC 26814955,,,
Kepler-166 c,TIC 26814955,34.260281,2455016.22653,4.84
Kepler-166 c,TIC 26814955,34.25955106,2454981.976152,4.9964
Kepler-166 c,TIC 26814955,34.2595411222,2455016.23779,
Kepler-166 c,TIC 26814955,34.25951372,2455016.23752,4.7968
Kepler-166 c,TIC 26814955,34.25951372,,
Kepler-166 c,TIC 26814955,34.25951372,2455016.23752,4.7968
Kepler-166 c,TIC 26814955,34.25951372,2455016.23752,4.7968
Kepler-166 c,TIC 26814955,34.25951418,2455016.23718,
Kepler-166 c,TIC 26814955,34.25951418,2455016.23718,4.7743
K2-151 b,TIC 376936928,3.835476,2457395.23735,
K2-151 b,TIC 376936928,3.835376,2457395.23812,1.5408
K2-151 b,TIC 376936928,3.835592,2457391.40166,
K2-151 b,TIC 376936928,3.83553,2457395.2382,1.6392
K2-295 b,TIC 610976842,4.024867,2457395.4140498,2.4984
K2-295 b,TIC 610976842,4.0248883,2457395.41392,2.5104
K2-295 b,TIC 610976842,4.02488968,2457624.83244,
K2-295 b,TIC 610976842,4.0248735,2460228.933083,2.384
K2-295 b,TIC 610976842,4.024881,2457395.41393,2.4792
K2-282 b,TIC 266030192,4.169836,2457394.9993,
K2-282 b,TIC 266030192,4.17032,2457394.9946,2.88
K2-282 b,TIC 266030192,4.169783,2457457.54493,
K2-282 b,TIC 266030192,4.169746,2457395.00031,2.7312
K2-283 b,TIC 266017624,1.921076,2457394.90812,1.7496
K2-283 b,TIC 266017624,1.921111,2457392.98603,1.8288
K2-283 b,TIC 266017624,1.921036,2457394.90901,
K2-281 b,TIC 380884458,8.687708,2457393.88199,2.7504
K2-281 b,TIC 380884458,8.687721,2457393.88208,
K2-281 b,TIC 380884458,8.687812,2457393.88141,2.7096
K2-387 b,TIC 376938120,28.7342,2457401.9793,3.288
K2-387 b,TIC 376938120,28.735327,2457401.9787,
K2-387 b,TIC 376938120,28.735998,2457401.97827,2.9904
Kepler-197 b,TIC 27397848,5.59934848,2454965.273861,4.0635
Kepler-197 b,TIC 27397848,5.59931973,2455004.47335,3.7511
Kepler-197 b,TIC 27397848,5.599308,2455004.47282,3.681
Kepler-197 b,TIC 27397848,5.59931973,,
Kepler-197 b,TIC 27397848,5.59931973,2455004.47335,3.7511
Kepler-197 b,TIC 27397848,5.59931973,2455004.47335,3.7511
Kepler-197 b,TIC 27397848,5.59931973,2455004.47335,3.7511
Kepler-197 b,TIC 27397848,5.59931973,,
Kepler-197 b,TIC 27397848,5.59935,2455004.4706,3.8414
Kepler-197 b,TIC 27397848,5.59931543,2455004.47391,3.8944
Kepler-197 b,TIC 27397848,,,
Kepler-197 b,TIC 27397848,5.59931543,2455004.47391,
Kepler-197 b,TIC 27397848,5.599293,,
K2-156 b,TIC 176868262,0.813143,2457641.67248,
K2-156 b,TIC 176868262,0.813149,2457583.14093,
K2-156 b,TIC 176868262,0.81314,2457583.1427,1.3
K2-157 b,TIC 349445372,0.3652575,2457582.822,1.161
K2-157 b,TIC 349445372,0.365261,2457638.7224,
K2-157 b,TIC 349445372,0.365257,2457582.82389,
K2-158 b,TIC 35021200,10.06049,2457590.4834,3.8
K2-158 b,TIC 35021200,10.062106,2457590.48173,
K2-244 b,TIC 56814628,21.070201,2457588.478,
K2-244 b,TIC 56814628,21.06884,2457588.4749,3.9
Kepler-108 c,TIC 271164755,190.3200468,2455145.68498,15.284
Kepler-108 c,TIC 271164755,190.3214,,
Kepler-108 c,TIC 271164755,190.3216564,2455145.6756,15.234
Kepler-108 c,TIC 271164755,190.323494,2455145.67323,15.7
Kepler-108 c,TIC 271164755,190.321800413,2455145.67699,
Kepler-108 c,TIC 271164755,190.3200468,2455145.68498,
Kepler-108 c,TIC 271164755,190.3216564,2455145.6756,15.234
Kepler-108 c,TIC 271164755,190.3134,2455145.6812,15.6346
Kepler-108 c,TIC 271164755,190.32084285,2455145.677447,14.7553
Kepler-108 c,TIC 271164755,190.3216564,2455145.6756,15.234
Kepler-108 c,TIC 271164755,190.3216564,2455145.6756,15.234
K2-159 b,TIC 35064295,12.421078,2457586.51467,
K2-159 b,TIC 35064295,12.42205,2457586.5082,3.3
K2-160 b,TIC 349456525,3.705871,2457585.66638,
K2-161 b,TIC 349445839,9.283188,2457587.84755,
K2-162 b,TIC 94892940,9.457747,2457583.90887,
K2-162 b,TIC 94892940,9.45889,2457583.9076,3.0
K2-163 b,TIC 56760743,6.673117,2457582.84838,
K2-165 b,TIC 149969625,2.354992,2457584.48273,
K2-165 c,TIC 149969625,4.382745,2457584.21311,
K2-165 d,TIC 149969625,14.101361,2457586.7581,
K2-165 d,TIC 149969625,14.06660140645,2459560.41257,2.7078373
Kepler-477 b,TIC 158633329,11.11990653,2454972.752936,3.3296
Kepler-477 b,TIC 158633329,11.1199028,2454972.753524,
Kepler-477 b,TIC 158633329,11.11990653,2454972.752936,3.3296
Kepler-477 b,TIC 158633329,11.11990653,2454972.752936,3.3296
Kepler-477 b,TIC 158633329,11.1199158048,2454972.75348,
Kepler-477 b,TIC 158633329,11.11990653,2454972.752936,3.3296
Kepler-477 b,TIC 158633329,11.119888,2454972.7526,3.3045
Kepler-477 b,TIC 158633329,11.1199028,2454972.753524,3.3759
Kepler-108 b,TIC 271164755,49.18394185,2454974.911924,
Kepler-108 b,TIC 271164755,49.18394185,2454974.911924,11.3364
Kepler-108 b,TIC 271164755,49.18394922,2454974.911878,11.3771
Kepler-108 b,TIC 271164755,49.18394922,2454974.911878,11.3771
Kepler-108 b,TIC 271164755,49.18431,2454974.90956,11.4739
Kepler-108 b,TIC 271164755,49.18395775,2454974.915525,11.3111
Kepler-108 b,TIC 271164755,49.18354,,
Kepler-108 b,TIC 271164755,49.183921,2454974.91123,11.277
Kepler-108 b,TIC 271164755,49.18394922,2454974.911878,11.3771
Kepler-108 b,TIC 271164755,49.18394922,2454974.911878,11.3771
EPIC 201595106 b,TIC 397052808,0.877214,2457608.48962,
EPIC 201595106 b,TIC 397052808,0.87703,2457583.0513,1.0008
EPIC 201595106 b,TIC 397052808,0.87724,2457583.04429,
EPIC 201595106 b,TIC 397052808,0.877183,2457583.04538,
K2-166 b,TIC 377171980,8.527219,2457586.76683,
K2-166 b,TIC 377171980,8.52695,2457586.7635,3.7
K2-175 b,TIC 435279748,9.525988,2457073.27684,
K2-176 b,TIC 440724456,5.32944,2457066.783,2.76
K2-176 b,TIC 440724456,5.329439,2457066.78593,
K2-177 b,TIC 114031109,14.155185,2457070.08022,
K2-178 b,TIC 26078330,8.74809,2457070.33654,3.4272
K2-178 b,TIC 26078330,8.747818,2457070.33656,
K2-178 b,TIC 26078330,8.75470797754,2459451.225412,3.4644403
Kepler-9 d,TIC 120571842,1.59295975,2455015.08924,1.9313
Kepler-9 d,TIC 120571842,1.59295975,,
Kepler-9 d,TIC 120571842,1.592851,2455015.0943,1.97
Kepler-9 d,TIC 120571842,1.59295975,2455015.08924,1.9313
Kepler-9 d,TIC 120571842,1.59295975,2455015.08924,
Kepler-9 d,TIC 120571842,1.5929716,2455015.0846,1.8159
Kepler-9 d,TIC 120571842,1.59295975,,
Kepler-9 d,TIC 120571842,,,
K2-183 b,TIC 60256211,0.469269,2457140.60339,
K2-183 b,TIC 60256211,0.469285,2457196.91237,
K2-183 b,TIC 60256211,0.469287,2457139.6618,1.5408
K2-185 b,TIC 337607207,10.616384,2457144.727092,2.6
K2-185 b,TIC 337607207,10.6161,2457144.7353,2.544
K2-185 b,TIC 337607207,10.616646,2457144.73705,
K2-185 c,TIC 337607207,52.713494,2457159.157391,4.64
K2-185 c,TIC 337607207,52.714072,2457159.15811,
K2-185 c,TIC 337607207,52.7099,2457159.1568,4.92
K2-263 b,TIC 21276520,50.818947,2458111.1274,3.4872
K2-263 b,TIC 21276520,50.8213,2457145.566,3.408
K2-263 b,TIC 21276520,50.818947,2458111.1274,
K2-263 b,TIC 21276520,50.819331,2457145.56759,
K2-186 b,TIC 203228393,41.474219,2457154.8454,
